airbnb_id,link,building,unit_type,building_raw,unit_raw
1221510700270907257,https://www.airbnb.ae/rooms/1221510700270907257?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909697_P3sJFX78QyirA-g5,Seven Palm,,Seven Palm Jumeirah,0
978771295058695371,https://www.airbnb.ae/rooms/978771295058695371?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909704_P30OWUZOXLfodGoC,Seven Palm,,Seven Palm Jumeirah,0
994154780387120172,https://www.airbnb.ae/rooms/994154780387120172?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909714_P39rQJfLeNU-U4pJ,Seven Palm,,Seven Palm Jumeirah,1
1257092647112895765,https://www.airbnb.ae/rooms/1257092647112895765?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909726_P3n2IP226qn_apA_,Seven Palm,,Seven Palm Jumeirah,0
1290411912068991279,https://www.airbnb.ae/rooms/1290411912068991279?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909734_P3tx6jcP4LFkTwC_,Seven Palm,,Seven Palm Jumeirah,1
1175976656864117040,https://www.airbnb.ae/rooms/1175976656864117040?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909742_P39bBos7JIyCodLW,Seven Palm,,Seven Palm Jumeirah,0
1176120567698357025,https://www.airbnb.ae/rooms/1176120567698357025?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909749_P3cxmuX5ynupIcJ1,Seven Palm,,Seven Palm Jumeirah,0
1253277448306100311,https://www.airbnb.ae/rooms/1253277448306100311?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909758_P3fr8cccd7_pAEwq,Seven Palm,,Seven Palm Jumeirah,1
1154962257449045450,https://www.airbnb.ae/rooms/1154962257449045450?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909769_P3XlUj3Lsyz1IuKT,Seven Palm,,Seven Palm Jumeirah,0
977100661116748060,https://www.airbnb.ae/rooms/977100661116748060?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909777_P3F0Wa1ZmNrFOeFo,Seven Palm,,Seven Palm Jumeirah,0
1244231200933785640,https://www.airbnb.ae/rooms/1244231200933785640?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909784_P3lxICqwcusaf8QH,Seven Palm,,Seven Palm Jumeirah,0
1150563489859955581,https://www.airbnb.ae/rooms/1150563489859955581?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909792_P3t_Cu0UmLazRd9P,Seven Palm,,Seven Palm Jumeirah,0
1016055150111121735,https://www.airbnb.ae/rooms/1016055150111121735?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909800_P35xko-gZW--XAO8,Seven Palm,,Seven Palm Jumeirah,0
1057264144583249873,https://www.airbnb.ae/rooms/1057264144583249873?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909806_P3B9QqiLsgxEvupY,Seven Palm,,Seven Palm Jumeirah,0
1052827545003148359,https://www.airbnb.ae/rooms/1052827545003148359?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909517_P3gfsn1mXJfm5Ee2,Seven Palm,,Seven Palm Jumeirah,1
1077243605779733292,https://www.airbnb.ae/rooms/1077243605779733292?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909528_P3KAo-CCylu4UOXo,Seven Palm,,Seven Palm Jumeirah,1
1265267169204521615,https://www.airbnb.ae/rooms/1265267169204521615?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909538_P3ZExqaKQPZdM4dA,Seven Palm,,Seven Palm Jumeirah,1
1120040995663831219,https://www.airbnb.ae/rooms/1120040995663831219?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909545_P37Yt3eD9P2HAp6I,Seven Palm,,Seven Palm Jumeirah,0
1217243448676429468,https://www.airbnb.ae/rooms/1217243448676429468?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909430_P3Iiw4pUpmHTSoyY,Seven Palm,,Seven Palm Jumeirah,1
1045581565212307392,https://www.airbnb.ae/rooms/1045581565212307392?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909442_P3XbQgP_rpXh-OU0,Seven Palm,,Seven Palm Jumeirah,1
1176518416677885028,https://www.airbnb.ae/rooms/1176518416677885028?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909447_P3VjWcPcVuqLz5kX,Seven Palm,,Seven Palm Jumeirah,1
1049951699706196706,https://www.airbnb.ae/rooms/1049951699706196706?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909469_P3awYqLOAxM-KjWG,Seven Palm,,Seven Palm Jumeirah,1
1004874227187191158,https://www.airbnb.ae/rooms/1004874227187191158?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758909485_P3gog8WqDA_lY1WK,Seven Palm,,Seven Palm Jumeirah,1
1214286470283304536,https://www.airbnb.ae/rooms/1214286470283304536?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758911394_P3nbVh_qrz8NiRZR,Seven Palm,,Seven Palm Jumeirah,2
1157145842214333048,https://www.airbnb.ae/rooms/1157145842214333048?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758911398_P3xqj7O4Xc5dLPm-,Seven Palm,,Seven Palm Jumeirah,2
1217374569163675341,https://www.airbnb.ae/rooms/1217374569163675341?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758911406_P3U2PUgue8gNLvjk,Seven Palm,,Seven Palm Jumeirah,2
1111400458538784060,https://www.airbnb.ae/rooms/1111400458538784060?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758911412_P3kJDvA1ZHrsix3Y,Seven Palm,,Seven Palm Jumeirah,2
1066399828336704016,https://www.airbnb.ae/rooms/1066399828336704016?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758911479_P3RTXDZRN5NLt680,Seven Palm,,Seven Palm Jumeirah,3
1111413113565263079,https://www.airbnb.ae/rooms/1111413113565263079?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758911748_P3HCI5kos28XYLgM,Fairmont Residences,,Fairmont Palm Residences,2
52835157,https://www.airbnb.ae/rooms/52835157?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758911751_P3wZIfksArlrCLbb,Fairmont Residences,,Fairmont Palm Residences,2
759714371990411247,https://www.airbnb.ae/rooms/759714371990411247?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758911755_P3xFYh_z4ibBxOE7,Fairmont Residences,,Fairmont Palm Residences,2
1264987499337917341,https://www.airbnb.ae/rooms/1264987499337917341?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758911759_P3WywU2jUqfvkvv2,Fairmont Residences,,Fairmont Palm Residences,2
1227978165322399503,https://www.airbnb.ae/rooms/1227978165322399503?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912147_P3X6lTIXAi5Ap3wf,Five Palm Jumeirah,,Five Palm Jumeirah,2
917414208875417180,https://www.airbnb.ae/rooms/917414208875417180?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912158_P3xUisat1r_fZLB5,Five Palm Jumeirah,,Five Palm Jumeirah,1
1269303613994223909,https://www.airbnb.ae/rooms/1269303613994223909?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912166_P3UmhDmLFYP8btx9,Five Palm Jumeirah,,Five Palm Jumeirah,1
871463965921258560,https://www.airbnb.ae/rooms/871463965921258560?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912174_P3CpfQrgE67gjamX,Five Palm Jumeirah,,Five Palm Jumeirah,1
1115104725532931570,https://www.airbnb.ae/rooms/1115104725532931570?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912184_P3UUsJbv_yG-dMiV,Five Palm Jumeirah,,Five Palm Jumeirah,2
1359342153466575023,https://www.airbnb.ae/rooms/1359342153466575023?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912192_P32PyD7xvGQWuN0v,Five Palm Jumeirah,,Five Palm Jumeirah,1
1179992235851328216,https://www.airbnb.ae/rooms/1179992235851328216?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912203_P3m8k9OQnS-kQuh8,Five Palm Jumeirah,,Five Palm Jumeirah,1
638750245797196461,https://www.airbnb.ae/rooms/638750245797196461?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912214_P3T7rc8xkGwGvYpC,Five Palm Jumeirah,,Five Palm Jumeirah,2
735909769812027797,https://www.airbnb.ae/rooms/735909769812027797?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912220_P3GGOeSPGkzoxeAT,Five Palm Jumeirah,,Five Palm Jumeirah,2
46759293,https://www.airbnb.ae/rooms/46759293?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912346_P353o5wAUQv5R_3t,Five Palm Jumeirah,,Five Palm Jumeirah,5
22310925,https://www.airbnb.ae/rooms/22310925?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912339_P3kOU5e2EieEnXCo,Five Palm Jumeirah,,Five Palm Jumeirah,5
681026428070063125,https://www.airbnb.ae/rooms/681026428070063125?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912331_P3qr2PSjQodg7O3S,Five Palm Jumeirah,,Five Palm Jumeirah,3
52545922,https://www.airbnb.ae/rooms/52545922?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912326_P3jDKxV7AHSAVjIP,Five Palm Jumeirah,,Five Palm Jumeirah,3
581643252219572637,https://www.airbnb.ae/rooms/581643252219572637?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912320_P3U5lO0QbLjsTzq8,Five Palm Jumeirah,,Five Palm Jumeirah,3
1066118050572298727,https://www.airbnb.ae/rooms/1066118050572298727?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912313_P3YF4SyKyJrWKej5,Five Palm Jumeirah,,Five Palm Jumeirah,2
1288385069716424400,https://www.airbnb.ae/rooms/1288385069716424400?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912308_P3WdlTsTNndmVK_l,Five Palm Jumeirah,,Five Palm Jumeirah,4
52382951,https://www.airbnb.ae/rooms/52382951?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912298_P3Uh-k-XO9WQapo7,Five Palm Jumeirah,,Five Palm Jumeirah,2
1014894465005034339,https://www.airbnb.ae/rooms/1014894465005034339?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912285_P3-1EyLsqbQCj7hJ,Five Palm Jumeirah,,Five Palm Jumeirah,3
695963385836242013,https://www.airbnb.ae/rooms/695963385836242013?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912253_P3AdEtMgZ18O2FGj,Five Palm Jumeirah,,Five Palm Jumeirah,3
1120859172830551597,https://www.airbnb.ae/rooms/1120859172830551597?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912248_P3dNWxjoRMWk9wF1,Five Palm Jumeirah,,Five Palm Jumeirah,2
842401848124034523,https://www.airbnb.ae/rooms/842401848124034523?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912240_P3HcNYTyNhP75yJl,Five Palm Jumeirah,,Five Palm Jumeirah,2
1191740190119636405,https://www.airbnb.ae/rooms/1191740190119636405?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758912233_P37Cw0JZYSozbvlh,Five Palm Jumeirah,,Five Palm Jumeirah,2
1262380432343192441,https://www.airbnb.ae/rooms/1262380432343192441?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758913133_P30Zgg2JiQS8AYTk,Five Palm Jumeirah,,Five Palm Jumeirah,2
1197052751999715716,https://www.airbnb.ae/rooms/1197052751999715716?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758913212_P3ji8o8wOmKRuBFh,Palm Tower,,The Palm Tower,1
1117918028725679331,https://www.airbnb.ae/rooms/1117918028725679331?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758913219_P35CifNkCqSK3XCV,Palm Tower,,The Palm Tower,1
939003319543567962,https://www.airbnb.ae/rooms/939003319543567962?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758913230_P3NVuMZ_MNE0pOiw,Palm Tower,,The Palm Tower,0
778020829847475210,https://www.airbnb.ae/rooms/778020829847475210?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758913236_P39xFgoQrf2OYzuW,Palm Tower,,The Palm Tower,0
1123611499904999085,https://www.airbnb.ae/rooms/1123611499904999085?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758913242_P37N0hzvW0kxZCf5,Palm Tower,,The Palm Tower,0
939015152150916080,https://www.airbnb.ae/rooms/939015152150916080?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758913251_P3kFV7lyihwiarvI,Palm Tower,,The Palm Tower,0
791771287657749452,https://www.airbnb.ae/rooms/791771287657749452?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758913257_P3KTBQ1V5ByFTmX6,Palm Tower,,The Palm Tower,0
54142780,https://www.airbnb.ae/rooms/54142780?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758913261_P3RRh9614MF3BzIB,Palm Tower,,The Palm Tower,0
594007060849991188,https://www.airbnb.ae/rooms/594007060849991188?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758913266_P3Dos1W_tWXWDXKv,Palm Tower,,The Palm Tower,0
800420530091204305,https://www.airbnb.ae/rooms/800420530091204305?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758913725_P36pA0hj0N5HKREE,Marina Residences,,Marina Residences,3
1084107669345081411,https://www.airbnb.ae/rooms/1084107669345081411?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758913763_P3qJje2seUC4OCiB,Marina Residences,,Marina Residences,2
1076718389176330262,https://www.airbnb.ae/rooms/1076718389176330262?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914222_P3BfQRbkCIifGKmX,Shoreline,,Shoreline Apartments,2
43178924,https://www.airbnb.ae/rooms/43178924?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914143_P3DEPVQUh5avsAxK,Shoreline,,Shoreline Apartments,2
1236716648345759407,https://www.airbnb.ae/rooms/1236716648345759407?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914112_P3GkC8i3f3lCNYbO,Shoreline,,Shoreline Apartments,3
1141912360724112181,https://www.airbnb.ae/rooms/1141912360724112181?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914122_P3UVAI9b2IOkexOr,Shoreline,,Shoreline Apartments,2
1229516091185214739,https://www.airbnb.ae/rooms/1229516091185214739?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914080_P3AAoiwOyWDL-ZkD,Shoreline,,Shoreline Apartments,4
1292510482913434173,https://www.airbnb.ae/rooms/1292510482913434173?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914089_P3voYnUUlPTfoRt4,Shoreline,,Shoreline Apartments,3
730866684003201325,https://www.airbnb.ae/rooms/730866684003201325?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914399_P31Sm9lDpLckqjE6,Palm Views,,Palm Views,0
713588301889935944,https://www.airbnb.ae/rooms/713588301889935944?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914405_P3cu7c6YNtGTAoxJ,Palm Views,,Palm Views,0
690968416794081817,https://www.airbnb.ae/rooms/690968416794081817?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914410_P3zYnrv9aQmI8KkK,Palm Views,,Palm Views,0
1057811212458830123,https://www.airbnb.ae/rooms/1057811212458830123?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914421_P3zXNUco_DbEvNxc,Palm Views,,Palm Views,0
962835686234757759,https://www.airbnb.ae/rooms/962835686234757759?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914432_P312vyyd3vEEcvxO,Palm Views,,Palm Views,0
1249934705644418873,https://www.airbnb.ae/rooms/1249934705644418873?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914437_P3C-GRynSrb6YtaH,Palm Views,,Palm Views,0
1274653150986975544,https://www.airbnb.ae/rooms/1274653150986975544?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914441_P3KLZ7XhrA5VAErW,Palm Views,,Palm Views,0
962835686234757759,https://www.airbnb.ae/rooms/962835686234757759?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758921599_P3rk3Ya-pD4KGoZS,Palm Views,,Palm Views,0
1241855145723193243,https://www.airbnb.ae/rooms/1241855145723193243?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914635_P3mOB1AlIV3S_HCC,Azure Residences,,Azure Residences,2
1167328486176123099,https://www.airbnb.ae/rooms/1167328486176123099?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914726_P3aTGFVPG88oPkhU,Club Vista Mare,,Club Vista Mare,0
42130852,https://www.airbnb.ae/rooms/42130852?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914732_P3YAtByBmTEffE3z,Club Vista Mare,,Club Vista Mare,0
1051855196401329440,https://www.airbnb.ae/rooms/1051855196401329440?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758914736_P3Vg1OPAk8KSqqMG,Club Vista Mare,,Club Vista Mare,0
1144972440880912903,https://www.airbnb.ae/rooms/1144972440880912903?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758917500_P3LgXialQxMdzmzG,Oceana Residences,,Oceana Residences,4
933013750575713802,https://www.airbnb.ae/rooms/933013750575713802?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758917503_P3uHDIVedY00RRni,Oceana Residences,,Oceana Residences,4
1151371474689072305,https://www.airbnb.ae/rooms/1151371474689072305?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758917508_P36fdcvvCgVnduNA,Oceana Residences,,Oceana Residences,3
866475645650963424,https://www.airbnb.ae/rooms/866475645650963424?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758917513_P3DQIBK95k9r82KG,Oceana Residences,,Oceana Residences,2
811306449705994511,https://www.airbnb.ae/rooms/811306449705994511?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758917520_P3vSm-TECaMYHhM8,Oceana Residences,,Oceana Residences,1
810637517801962053,https://www.airbnb.ae/rooms/810637517801962053?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758917527_P3pO34giPv6cya_K,Oceana Residences,,Oceana Residences,1
800420530091204305,https://www.airbnb.ae/rooms/800420530091204305?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758917737_P3v_d3g5liisDD_t&modal=DESCRIPTION,Tiara Residences,,Tiara Residences,3
917825195892514686,https://www.airbnb.ae/rooms/917825195892514686?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758917747_P3zV47pb-aDIc61O,Tiara Residences,,Tiara Residences,2
995513022922290042,https://www.airbnb.ae/rooms/995513022922290042?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758917752_P3NM50lWtH2yryiM,Tiara Residences,,Tiara Residences,1
780924096336537948,https://www.airbnb.ae/rooms/780924096336537948?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758917759_P3smXIYsOk8ZyvA1,Tiara Residences,,Tiara Residences,2
696842221023998510,https://www.airbnb.ae/rooms/696842221023998510?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758917773_P31dKobaXW7zti7G,Tiara Residences,,Tiara Residences,1
43120272,https://www.airbnb.ae/rooms/43120272?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758918111_P3oNAwfknOSkQ3mw,Sarai Apartments,,Sarai Apartments,3
1135312640670479657,https://www.airbnb.ae/rooms/1135312640670479657?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758918601_P3GFlRPW6rXf_XWq,Azizi Mina,,Azizi Mina,2
1267348887079038715,https://www.airbnb.ae/rooms/1267348887079038715?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758918730_P3AJ3mjKcdEADou3,Azizi Mina,,Azizi Mina,1
53034518,https://www.airbnb.ae/rooms/53034518?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758921448_P3AP3hEgxRwrIcSK,Azizi Mina,,Azizi Mina,1
1294100010850824551,https://www.airbnb.ae/rooms/1294100010850824551?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758921509_P3v0DPYj4mn4FJkr,Azizi Mina,,Azizi Mina,1
1128726195156061931,https://www.airbnb.ae/rooms/1128726195156061931?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924168_P3tLvYQdlumrxQoR,The Royal Amwaj,,The Royal Amwaj,1
912017785656694597,https://www.airbnb.ae/rooms/912017785656694597?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924183_P3sT0GyVvpO1FY63,The Royal Amwaj,,The Royal Amwaj,2
1194070207420505171,https://www.airbnb.ae/rooms/1194070207420505171?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924220_P3juyMpO-5jBYdO5,The Royal Amwaj,,The Royal Amwaj,1
1187631443502397919,https://www.airbnb.ae/rooms/1187631443502397919?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924212_P3PnTAGtti30A1s7,The Royal Amwaj,,The Royal Amwaj,2
1283419742120403270,https://www.airbnb.ae/rooms/1283419742120403270?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924228_P3Ap5BomCcSa0pPG,The Royal Amwaj,,The Royal Amwaj,2
749688060169485485,https://www.airbnb.ae/rooms/749688060169485485?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924239_P3ePYFkRm9q0Peg0,The Royal Amwaj,,The Royal Amwaj,2
973924244675502360,https://www.airbnb.ae/rooms/973924244675502360?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924297_P3AUoP9ewYttjRAa,The Royal Amwaj,,The Royal Amwaj,2
1197602434053873972,https://www.airbnb.ae/rooms/1197602434053873972?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924306_P3DF4x2X0qAydNGq,The Royal Amwaj,,The Royal Amwaj,1
1045443793067394096,https://www.airbnb.ae/rooms/1045443793067394096?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924313_P3NqXaT4NGMYMZjh,The Royal Amwaj,,The Royal Amwaj,2
