airbnb_id,link,building,bedrooms,revenue,occupancy,days_available,adr
1187631443502397919,https://www.airbnb.ae/rooms/1187631443502397919?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924212_P3PnTAGtti30A1s7,The Royal Amwaj,2,269000.0,0.73,320,1200.0
1283419742120403270,https://www.airbnb.ae/rooms/1283419742120403270?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924228_P3Ap5BomCcSa0pPG,The Royal Amwaj,2,238800.0,0.91,293,894.5
749688060169485485,https://www.airbnb.ae/rooms/749688060169485485?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924239_P3ePYFkRm9q0Peg0,The Royal Amwaj,2,235700.0,0.56,293,1400.0
973924244675502360,https://www.airbnb.ae/rooms/973924244675502360?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924297_P3AUoP9ewYttjRAa,The Royal Amwaj,2,233500.0,0.61,275,1400.0
1197602434053873972,https://www.airbnb.ae/rooms/1197602434053873972?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924306_P3DF4x2X0qAydNGq,The Royal Amwaj,1,230900.0,0.83,364,762.0
1045443793067394096,https://www.airbnb.ae/rooms/1045443793067394096?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924313_P3NqXaT4NGMYMZjh,The Royal Amwaj,2,222400.0,0.82,313,865.5
1242665933136019189,https://www.airbnb.ae/rooms/1242665933136019189?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924361_P3vfPHgJjQvXoNjv,The Royal Amwaj,1,216900.0,0.88,298,824.6
736711112125803756,https://www.airbnb.ae/rooms/736711112125803756?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924387_P3F9Sl1SmlMNRFxN,The Royal Amwaj,2,203900.0,0.81,301,835.6
717171157403920579,https://www.airbnb.ae/rooms/717171157403920579?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924396_P3K89LcuOuCo86Sg,The Royal Amwaj,1,202100.0,0.78,302,856.2
720191964635234228,https://www.airbnb.ae/rooms/720191964635234228?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924407_P31JCSa8vagylGAu,The Royal Amwaj,1,199700.0,0.81,308,805.3
1165817880489648374,https://www.airbnb.ae/rooms/1165817880489648374?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924435_P37DvJVHuHPHnJDu,The Royal Amwaj,1,163700.0,0.73,328,682.0
1234492751729877954,https://www.airbnb.ae/rooms/1234492751729877954?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924452_P3KLYAbwAOutIKRl,The Royal Amwaj,1,153500.0,0.5,293,1000.0
944812032621764061,https://www.airbnb.ae/rooms/944812032621764061?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758924151_P3EiMyedXAq1qvea,The Royal Amwaj,2,491000.0,0.6,316,2600.0
53034518,https://www.airbnb.ae/rooms/53034518?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758921448_P3AP3hEgxRwrIcSK,The Royal Amwaj,1,147600.0,0.72,365,565.7
663361463082927004,https://www.airbnb.ae/rooms/663361463082927004?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758926941_P3XZBOsTESHd9-mU,Th8,2,257000.0,0.72,322,1100.0
894790461124874200,https://www.airbnb.ae/rooms/894790461124874200?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758926954_P31R7yQ6C4gQ4vcr,Th8,2,245200.0,0.69,341,1000.0
1336153008125839704,https://www.airbnb.ae/rooms/1336153008125839704?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758926982_P3GPtTDSjzQKo1zy,Th8,2,213800.0,0.6,277,1300.0
674218081769217364,https://www.airbnb.ae/rooms/674218081769217364?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758926987_P3yVL290Qz6neeYP,Th8,1,186900.0,0.78,365,658.0
1211452290915168419,https://www.airbnb.ae/rooms/1211452290915168419?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758926925_P3r-Bopa-cPuzSbf,Th8,1,267400.0,0.87,365,838.1
41388491,https://www.airbnb.ae/rooms/41388491?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758926678_P3ogKmXRGeBZRDJq,Balqis Residence (Kingdom of Sheba),2,231000.0,0.98,275,858.9
41021775,https://www.airbnb.ae/rooms/41021775?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758926969_P3_aDgLNHSRJL34g,Balqis Residence (Kingdom of Sheba),2,228300.0,0.88,309,842.3
750428464089293077,https://www.airbnb.ae/rooms/750428464089293077?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758926977_P3R2OXAu_qTRJQ3Q,Balqis Residence (Kingdom of Sheba),2,215400.0,0.61,304,1200.0
53794282,https://www.airbnb.ae/rooms/53794282?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758926993_P3eQf2TF9jbvNz_2,Balqis Residence (Kingdom of Sheba),2,173900.0,0.72,271,896.6
1034555652145129433,https://www.airbnb.ae/rooms/1034555652145129433?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758926999_P39GroYmdYtolW9v,Balqis Residence (Kingdom of Sheba),2,132400.0,0.5,280,952.6
1219396761671774517,https://www.airbnb.ae/rooms/1219396761671774517?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758927301_P3TooKcqQ77n32Bg,Grandeur Residences,3,266900.0,0.81,290,1100.0
51662811,https://www.airbnb.ae/rooms/51662811?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758927318_P3TXOinT5B_uGZLK,Grandeur Residences,2,196200.0,0.63,363,856.7
806382770321034417,https://www.airbnb.ae/rooms/806382770321034417?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758927343_P3P40aRzuSR4H9xX,Grandeur Residences,1,136700.0,0.66,276,751.4
800311386168017393,https://www.airbnb.ae/rooms/800311386168017393?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758927349_P3yfDxNcvkhXP_OU,Grandeur Residences,1,95900.0,0.49,305,639.0
1162198003649788202,https://www.airbnb.ae/rooms/1162198003649788202?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758927295_P3ZE34z6oFCIOc-x,Jumeirah Zabeel Saray,3,326800.0,0.87,365,1000.0
878686713753390945,https://www.airbnb.ae/rooms/878686713753390945?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758927305_P3LY1nM0ayP_omM8,Jumeirah Zabeel Saray,3,227600.0,0.88,289,892.7
1188389711790371354,https://www.airbnb.ae/rooms/1188389711790371354?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758927309_P3IJNsMShtm79m5U,Jumeirah Zabeel Saray,2,199500.0,0.83,318,755.5
1189675666935721497,https://www.airbnb.ae/rooms/1189675666935721497?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758927323_P3T5Rk3vza5IBaBH,Jumeirah Zabeel Saray,1,166300.0,0.93,307,581.5
877501504715086253,https://www.airbnb.ae/rooms/877501504715086253?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758927330_P3rIhuHp4rdR9v7w,Jumeirah Zabeel Saray,1,155800.0,0.8,310,631.0
760145787160037583,https://www.airbnb.ae/rooms/760145787160037583?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758927335_P3K_4iI-6_sj1aL7,Jumeirah Zabeel Saray,1,152000.0,0.91,305,544.6
741214143378361955,https://www.airbnb.ae/rooms/741214143378361955?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758927339_P3nXiYu1z1x_hZqi,Jumeirah Zabeel Saray,0,137600.0,0.95,325,445.1
1248308717424363235,https://www.airbnb.ae/rooms/1248308717424363235?_set_bev_on_new_domain=1758068560_EAMTE0YzhlYzljND&source_impression_id=p3_1758927833_P3ySB3eA5lzY5ZoC,Rixos Hotel,3,355000.0,0.8,335,1300.0
